periodo,tipo_entidad,entidad,clasificadora,rating_letra,rating_ordinal
2023 - MARZO,Seguros,La Positiva,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - MARZO,Seguros,La Positiva,PCR (Pacific Credit Rating),A,9.0
2023 - MARZO,Seguros,La Positiva Vida,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - MARZO,Seguros,La Positiva Vida,PCR (Pacific Credit Rating),A,9.0
2023 - MARZO,Seguros,Liberty Seguros,JCR Latino America,A-,8.0
2023 - MARZO,Seguros,Liberty Seguros,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - MARZO,Seguros,Mapfre Perú,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - MARZO,Seguros,Mapfre Perú,PCR (Pacific Credit Rating),A+,10.0
2023 - MARZO,Banco,MIBANCO,Apoyo y Asociados Internacionales,A,9.0
2023 - MARZO,Banco,MIBANCO,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - MARZO,Banco,NACION,Apoyo y Asociados Internacionales,A,9.0
2023 - MARZO,Banco,NACION,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - MARZO,Seguros,Pacífico Seguros,Apoyo y Asociados Internacionales,A+,10.0
2023 - MARZO,Seguros,Pacífico Seguros,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - MARZO,Seguros,Protecta,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - MARZO,Seguros,Protecta,PCR (Pacific Credit Rating),A,9.0
2023 - MARZO,Seguros,Quálitas,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - MARZO,Seguros,Quálitas,PCR (Pacific Credit Rating),A-,8.0
2023 - MARZO,Seguros,Rímac Seguros,Apoyo y Asociados Internacionales,A+,10.0
2023 - MARZO,Seguros,Rímac Seguros,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - MARZO,Banco,SANTANDER PERU,Apoyo y Asociados Internacionales,A+,10.0
2023 - MARZO,Banco,SANTANDER PERU,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - MARZO,Banco,SANTANDER PERU,PCR (Pacific Credit Rating),A+,10.0
2023 - MARZO,Banco,SCOTIABANK PERU,Apoyo y Asociados Internacionales,A+,10.0
2023 - MARZO,Banco,SCOTIABANK PERU,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - MARZO,Seguros,Vivir Seguros,JCR Latino America,A-,8.0
2023 - MARZO,Seguros,Vivir Seguros,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Banco,AGROBANCO,Apoyo y Asociados Internacionales,B,6.0
2023 - SEPTIEMBRE,Banco,ALFIN BANCO,JCR Latino America,B+,7.0
2023 - SEPTIEMBRE,Banco,ALFIN BANCO,PCR (Pacific Credit Rating),B+,7.0
2023 - SEPTIEMBRE,Seguros,AuguStar Seguros,Apoyo y Asociados Internacionales,A-,8.0
2023 - SEPTIEMBRE,Seguros,AuguStar Seguros,PCR (Pacific Credit Rating),A-,8.0
2023 - SEPTIEMBRE,Seguros,AVLA Perú,JCR Latino America,A,9.0
2023 - SEPTIEMBRE,Seguros,AVLA Perú,PCR (Pacific Credit Rating),A-,8.0
2023 - SEPTIEMBRE,Banco,BANBIF,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Banco,BANBIF,PCR (Pacific Credit Rating),A+,10.0
2023 - SEPTIEMBRE,Banco,BANCO BCI,Apoyo y Asociados Internacionales,A,9.0
2023 - SEPTIEMBRE,Banco,BANCO BCI,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Banco,BANCO DE CREDITO,Apoyo y Asociados Internacionales,A+,10.0
2023 - SEPTIEMBRE,Banco,BANCO DE CREDITO,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - SEPTIEMBRE,Banco,BANCO EFECTIVA,JCR Latino America,A,9.0
2023 - SEPTIEMBRE,Banco,BANCO EFECTIVA,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Banco,BANCO EFECTIVA,PCR (Pacific Credit Rating),A-,8.0
2023 - SEPTIEMBRE,Banco,BANCO FALABELLA,Apoyo y Asociados Internacionales,A-,8.0
2023 - SEPTIEMBRE,Banco,BANCO FALABELLA,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Banco,BANCO GNB,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Banco,BANCO GNB,PCR (Pacific Credit Rating),A,9.0
2023 - SEPTIEMBRE,Banco,BANCO PICHINCHA,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Banco,BANCO PICHINCHA,PCR (Pacific Credit Rating),A-,8.0
2023 - SEPTIEMBRE,Banco,BANCO RIPLEY,Moodys Local PE Clasificadora de Riesgo,B+,7.0
2023 - SEPTIEMBRE,Banco,BANCO RIPLEY,PCR (Pacific Credit Rating),B+,7.0
2023 - SEPTIEMBRE,Banco,BANCOM,Moodys Local PE Clasificadora de Riesgo,B+,7.0
2023 - SEPTIEMBRE,Banco,BANCOM,PCR (Pacific Credit Rating),B+,7.0
2023 - SEPTIEMBRE,Banco,BANK OF CHINA (PERU),Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Banco,BANK OF CHINA (PERU),PCR (Pacific Credit Rating),A,9.0
2023 - SEPTIEMBRE,Banco,BBVA,Apoyo y Asociados Internacionales,A+,10.0
2023 - SEPTIEMBRE,Banco,BBVA,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - SEPTIEMBRE,Banco,BN. SANTANDER CONS.,Apoyo y Asociados Internacionales,A,9.0
2023 - SEPTIEMBRE,Banco,BN. SANTANDER CONS.,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Seguros,BNP Paribas Cardif,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Seguros,BNP Paribas Cardif,PCR (Pacific Credit Rating),A,9.0
2023 - SEPTIEMBRE,Seguros,Cesce,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Seguros,Cesce,PCR (Pacific Credit Rating),A,9.0
2023 - SEPTIEMBRE,Seguros,Chubb Perú,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Seguros,Chubb Perú,PCR (Pacific Credit Rating),A,9.0
2023 - SEPTIEMBRE,Banco,CITIBANK DEL PERU,Apoyo y Asociados Internacionales,A+,10.0
2023 - SEPTIEMBRE,Banco,CITIBANK DEL PERU,PCR (Pacific Credit Rating),A+,10.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC AREQUIPA,Apoyo y Asociados Internacionales,B+,7.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC AREQUIPA,PCR (Pacific Credit Rating),A-,8.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC CUSCO,Apoyo y Asociados Internacionales,B+,7.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC CUSCO,Moodys Local PE Clasificadora de Riesgo,B+,7.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC DEL SANTA,Apoyo y Asociados Internacionales,C-,2.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC DEL SANTA,Microrate,D+,1.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC HUANCAYO,JCR Latino America,B+,7.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC HUANCAYO,Moodys Local PE Clasificadora de Riesgo,B+,7.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC ICA,Apoyo y Asociados Internacionales,B-,5.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC ICA,JCR Latino America,B,6.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC MAYNAS,Apoyo y Asociados Internacionales,B-,5.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC MAYNAS,Moodys Local PE Clasificadora de Riesgo,B-,5.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC PAITA,Apoyo y Asociados Internacionales,C,3.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC PAITA,Microrate,C,3.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC PIURA,Microrate,B+,7.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC PIURA,Moodys Local PE Clasificadora de Riesgo,B,6.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC SULLANA,Microrate,C-,2.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC SULLANA,Moodys Local PE Clasificadora de Riesgo,C,3.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC TACNA,Microrate,C-,2.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC TACNA,Moodys Local PE Clasificadora de Riesgo,C,3.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC TRUJILLO,Apoyo y Asociados Internacionales,B+,7.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMAC TRUJILLO,Moodys Local PE Clasificadora de Riesgo,B+,7.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMCP LIMA,Microrate,C,3.0
2023 - SEPTIEMBRE,Caja Municipal de Ahorro y Crédito,CMCP LIMA,PCR (Pacific Credit Rating),C,3.0
2023 - SEPTIEMBRE,Banco,COFIDE,Apoyo y Asociados Internacionales,A,9.0
2023 - SEPTIEMBRE,Banco,COFIDE,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Banco,COMPARTAMOS BANCO,Apoyo y Asociados Internacionales,A-,8.0
2023 - SEPTIEMBRE,Banco,COMPARTAMOS BANCO,JCR Latino America,A,9.0
2023 - SEPTIEMBRE,Banco,COMPARTAMOS BANCO,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Caja Rural de Ahorro y Crédito,CRAC CENCOSUD SCOTIA,Apoyo y Asociados Internacionales,A-,8.0
2023 - SEPTIEMBRE,Caja Rural de Ahorro y Crédito,CRAC CENCOSUD SCOTIA,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Caja Rural de Ahorro y Crédito,CRAC DEL CENTRO,Microrate,C,3.0
2023 - SEPTIEMBRE,Caja Rural de Ahorro y Crédito,CRAC DEL CENTRO,PCR (Pacific Credit Rating),C,3.0
2023 - SEPTIEMBRE,Caja Rural de Ahorro y Crédito,CRAC INCASUR,Apoyo y Asociados Internacionales,C-,2.0
2023 - SEPTIEMBRE,Caja Rural de Ahorro y Crédito,CRAC INCASUR,Moodys Local PE Clasificadora de Riesgo,C-,2.0
2023 - SEPTIEMBRE,Caja Rural de Ahorro y Crédito,CRAC LOS ANDES,JCR Latino America,B-,5.0
2023 - SEPTIEMBRE,Caja Rural de Ahorro y Crédito,CRAC LOS ANDES,PCR (Pacific Credit Rating),B-,5.0
2023 - SEPTIEMBRE,Caja Rural de Ahorro y Crédito,CRAC PRYMERA,Apoyo y Asociados Internacionales,C-,2.0
2023 - SEPTIEMBRE,Caja Rural de Ahorro y Crédito,CRAC PRYMERA,Moodys Local PE Clasificadora de Riesgo,C-,2.0
2023 - SEPTIEMBRE,Seguros,Crecer Seguros,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Seguros,Crecer Seguros,PCR (Pacific Credit Rating),A-,8.0
2023 - SEPTIEMBRE,Empresa de Créditos,EMP.CRED.ALTERNATIVA,PCR (Pacific Credit Rating),B,6.0
2023 - SEPTIEMBRE,Empresa de Créditos,EMP.CRED.SANTANDER,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Empresa de Créditos,EMP.CRED.VIVELA,PCR (Pacific Credit Rating),B+,7.0
2023 - SEPTIEMBRE,Financiera,FINANC. CREDINKA,Moodys Local PE Clasificadora de Riesgo,C-,2.0
2023 - SEPTIEMBRE,Financiera,FINANC. CREDINKA,PCR (Pacific Credit Rating),C,3.0
2023 - SEPTIEMBRE,Financiera,FINANC. PROEMPRESA,Apoyo y Asociados Internacionales,C+,4.0
2023 - SEPTIEMBRE,Financiera,FINANC. PROEMPRESA,Moodys Local PE Clasificadora de Riesgo,C+,4.0
2023 - SEPTIEMBRE,Financiera,FINANCIERA CONFIANZA,Apoyo y Asociados Internacionales,A-,8.0
2023 - SEPTIEMBRE,Financiera,FINANCIERA CONFIANZA,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Financiera,FINANCIERA QAPAQ,Moodys Local PE Clasificadora de Riesgo,C+,4.0
2023 - SEPTIEMBRE,Financiera,FINANCIERA QAPAQ,PCR (Pacific Credit Rating),C+,4.0
2023 - SEPTIEMBRE,Afianzadora y de Garantías,FOGAPI,PCR (Pacific Credit Rating),A,9.0
2023 - SEPTIEMBRE,Fondo,FONDO MIVIVIENDA,Apoyo y Asociados Internacionales,A,9.0
2023 - SEPTIEMBRE,Fondo,FONDO MIVIVIENDA,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Banco,ICBC PERU BANK S.A.,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Banco,ICBC PERU BANK S.A.,PCR (Pacific Credit Rating),A,9.0
2023 - SEPTIEMBRE,Financiera,INFINANCE XP S.A.,Apoyo y Asociados Internacionales,A-,8.0
2023 - SEPTIEMBRE,Financiera,INFINANCE XP S.A.,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Seguros,Insur,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Seguros,Insur,PCR (Pacific Credit Rating),A,9.0
2023 - SEPTIEMBRE,Banco,INTERBANK,Apoyo y Asociados Internacionales,A,9.0
2023 - SEPTIEMBRE,Banco,INTERBANK,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - SEPTIEMBRE,Seguros,Interseguro,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - SEPTIEMBRE,Seguros,Interseguro,PCR (Pacific Credit Rating),A+,10.0
2023 - SEPTIEMBRE,Seguros,La Positiva,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Seguros,La Positiva,PCR (Pacific Credit Rating),A,9.0
2023 - SEPTIEMBRE,Seguros,La Positiva Vida,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Seguros,La Positiva Vida,PCR (Pacific Credit Rating),A,9.0
2023 - SEPTIEMBRE,Seguros,Liberty Seguros,JCR Latino America,A-,8.0
2023 - SEPTIEMBRE,Seguros,Liberty Seguros,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Seguros,Mapfre Perú,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Seguros,Mapfre Perú,PCR (Pacific Credit Rating),A+,10.0
2023 - SEPTIEMBRE,Banco,MIBANCO,Apoyo y Asociados Internacionales,A,9.0
2023 - SEPTIEMBRE,Banco,MIBANCO,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Banco,NACION,Apoyo y Asociados Internacionales,A,9.0
2023 - SEPTIEMBRE,Banco,NACION,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Seguros,Pacífico Seguros,Apoyo y Asociados Internacionales,A+,10.0
2023 - SEPTIEMBRE,Seguros,Pacífico Seguros,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - SEPTIEMBRE,Seguros,Protecta,Moodys Local PE Clasificadora de Riesgo,A,9.0
2023 - SEPTIEMBRE,Seguros,Protecta,PCR (Pacific Credit Rating),A,9.0
2023 - SEPTIEMBRE,Seguros,Quálitas,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2023 - SEPTIEMBRE,Seguros,Quálitas,PCR (Pacific Credit Rating),A-,8.0
2023 - SEPTIEMBRE,Seguros,Rímac Seguros,Apoyo y Asociados Internacionales,A+,10.0
2023 - SEPTIEMBRE,Seguros,Rímac Seguros,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - SEPTIEMBRE,Banco,SANTANDER PERU,Apoyo y Asociados Internacionales,A+,10.0
2023 - SEPTIEMBRE,Banco,SANTANDER PERU,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - SEPTIEMBRE,Banco,SANTANDER PERU,PCR (Pacific Credit Rating),A+,10.0
2023 - SEPTIEMBRE,Banco,SCOTIABANK PERU,Apoyo y Asociados Internacionales,A+,10.0
2023 - SEPTIEMBRE,Banco,SCOTIABANK PERU,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2023 - SEPTIEMBRE,Seguros,Vivir Seguros,JCR Latino America,A-,8.0
2023 - SEPTIEMBRE,Seguros,Vivir Seguros,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2024 - MARZO,Banco,AGROBANCO,Apoyo y Asociados Internacionales,B,6.0
2024 - MARZO,Banco,ALFIN BANCO,JCR Latino America,B+,7.0
2024 - MARZO,Banco,ALFIN BANCO,PCR (Pacific Credit Rating),B+,7.0
2024 - MARZO,Seguros,AuguStar Seguros,Apoyo y Asociados Internacionales,A-,8.0
2024 - MARZO,Seguros,AuguStar Seguros,PCR (Pacific Credit Rating),A-,8.0
2024 - MARZO,Seguros,AVLA Perú,JCR Latino America,A,9.0
2024 - MARZO,Seguros,AVLA Perú,PCR (Pacific Credit Rating),A,9.0
2024 - MARZO,Banco,BANBIF,Moodys Local PE Clasificadora de Riesgo,A,9.0
2024 - MARZO,Banco,BANBIF,PCR (Pacific Credit Rating),A+,10.0
2024 - MARZO,Banco,BANCO BCI,Apoyo y Asociados Internacionales,A,9.0
2024 - MARZO,Banco,BANCO BCI,Moodys Local PE Clasificadora de Riesgo,A,9.0
2024 - MARZO,Banco,BANCO DE CREDITO,Apoyo y Asociados Internacionales,A+,10.0
2024 - MARZO,Banco,BANCO DE CREDITO,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2024 - MARZO,Banco,BANCO EFECTIVA,JCR Latino America,A,9.0
2024 - MARZO,Banco,BANCO EFECTIVA,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2024 - MARZO,Banco,BANCO EFECTIVA,PCR (Pacific Credit Rating),A-,8.0
2024 - MARZO,Banco,BANCO FALABELLA,Apoyo y Asociados Internacionales,A-,8.0
2024 - MARZO,Banco,BANCO FALABELLA,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2024 - MARZO,Banco,BANCO GNB,Moodys Local PE Clasificadora de Riesgo,A,9.0
2024 - MARZO,Banco,BANCO GNB,PCR (Pacific Credit Rating),A,9.0
2024 - MARZO,Banco,BANCO PICHINCHA,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2024 - MARZO,Banco,BANCO PICHINCHA,PCR (Pacific Credit Rating),A-,8.0
2024 - MARZO,Banco,BANCO RIPLEY,Moodys Local PE Clasificadora de Riesgo,B+,7.0
2024 - MARZO,Banco,BANCO RIPLEY,PCR (Pacific Credit Rating),B+,7.0
2024 - MARZO,Banco,BANCOM,Moodys Local PE Clasificadora de Riesgo,B+,7.0
2024 - MARZO,Banco,BANCOM,PCR (Pacific Credit Rating),B+,7.0
2024 - MARZO,Banco,BANK OF CHINA (PERU),Moodys Local PE Clasificadora de Riesgo,A,9.0
2024 - MARZO,Banco,BANK OF CHINA (PERU),PCR (Pacific Credit Rating),A,9.0
2024 - MARZO,Banco,BBVA,Apoyo y Asociados Internacionales,A+,10.0
2024 - MARZO,Banco,BBVA,Moodys Local PE Clasificadora de Riesgo,A+,10.0
2024 - MARZO,Banco,BN. SANTANDER CONS.,Apoyo y Asociados Internacionales,A,9.0
2024 - MARZO,Banco,BN. SANTANDER CONS.,Moodys Local PE Clasificadora de Riesgo,A,9.0
2024 - MARZO,Seguros,BNP Paribas Cardif,Moodys Local PE Clasificadora de Riesgo,A,9.0
2024 - MARZO,Seguros,BNP Paribas Cardif,PCR (Pacific Credit Rating),A,9.0
2024 - MARZO,Seguros,Cesce,Moodys Local PE Clasificadora de Riesgo,A,9.0
2024 - MARZO,Seguros,Cesce,PCR (Pacific Credit Rating),A,9.0
2024 - MARZO,Seguros,Chubb Perú,Moodys Local PE Clasificadora de Riesgo,A,9.0
2024 - MARZO,Seguros,Chubb Perú,PCR (Pacific Credit Rating),A,9.0
2024 - MARZO,Banco,CITIBANK DEL PERU,Apoyo y Asociados Internacionales,A+,10.0
2024 - MARZO,Banco,CITIBANK DEL PERU,PCR (Pacific Credit Rating),A+,10.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC AREQUIPA,Apoyo y Asociados Internacionales,B+,7.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC AREQUIPA,PCR (Pacific Credit Rating),A-,8.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC CUSCO,Apoyo y Asociados Internacionales,B+,7.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC CUSCO,Moodys Local PE Clasificadora de Riesgo,B+,7.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC CUSCO,PCR (Pacific Credit Rating),B+,7.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC DEL SANTA,Apoyo y Asociados Internacionales,C-,2.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC DEL SANTA,Microrate,D+,1.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC HUANCAYO,JCR Latino America,B+,7.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC HUANCAYO,Moodys Local PE Clasificadora de Riesgo,B+,7.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC ICA,Apoyo y Asociados Internacionales,B-,5.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC ICA,JCR Latino America,B,6.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC ICA,PCR (Pacific Credit Rating),B,6.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC MAYNAS,Apoyo y Asociados Internacionales,B-,5.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC MAYNAS,Moodys Local PE Clasificadora de Riesgo,B-,5.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC PAITA,Apoyo y Asociados Internacionales,C,3.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC PAITA,Microrate,C,3.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC PIURA,Microrate,B+,7.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC PIURA,Moodys Local PE Clasificadora de Riesgo,B,6.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC SULLANA,Microrate,D+,1.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC TACNA,Microrate,C-,2.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC TACNA,Moodys Local PE Clasificadora de Riesgo,C,3.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC TRUJILLO,Apoyo y Asociados Internacionales,B+,7.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMAC TRUJILLO,Moodys Local PE Clasificadora de Riesgo,B+,7.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMCP LIMA,Microrate,C,3.0
2024 - MARZO,Caja Municipal de Ahorro y Crédito,CMCP LIMA,PCR (Pacific Credit Rating),C,3.0
2024 - MARZO,Banco,COFIDE,Apoyo y Asociados Internacionales,A,9.0
2024 - MARZO,Banco,COFIDE,Moodys Local PE Clasificadora de Riesgo,A,9.0
2024 - MARZO,Banco,COMPARTAMOS BANCO,Apoyo y Asociados Internacionales,A-,8.0
2024 - MARZO,Banco,COMPARTAMOS BANCO,JCR Latino America,A,9.0
2024 - MARZO,Banco,COMPARTAMOS BANCO,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2024 - MARZO,Caja Rural de Ahorro y Crédito,CRAC CENCOSUD SCOTIA,Apoyo y Asociados Internacionales,A-,8.0
2024 - MARZO,Caja Rural de Ahorro y Crédito,CRAC CENCOSUD SCOTIA,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2024 - MARZO,Caja Rural de Ahorro y Crédito,CRAC DEL CENTRO,Microrate,C,3.0
2024 - MARZO,Caja Rural de Ahorro y Crédito,CRAC DEL CENTRO,PCR (Pacific Credit Rating),C,3.0
2024 - MARZO,Caja Rural de Ahorro y Crédito,CRAC INCASUR,Apoyo y Asociados Internacionales,C-,2.0
2024 - MARZO,Caja Rural de Ahorro y Crédito,CRAC INCASUR,Moodys Local PE Clasificadora de Riesgo,C-,2.0
2024 - MARZO,Caja Rural de Ahorro y Crédito,CRAC LOS ANDES,JCR Latino America,B-,5.0
2024 - MARZO,Caja Rural de Ahorro y Crédito,CRAC LOS ANDES,PCR (Pacific Credit Rating),B-,5.0
2024 - MARZO,Caja Rural de Ahorro y Crédito,CRAC PRYMERA,Apoyo y Asociados Internacionales,C-,2.0
2024 - MARZO,Caja Rural de Ahorro y Crédito,CRAC PRYMERA,Moodys Local PE Clasificadora de Riesgo,C-,2.0
2024 - MARZO,Seguros,Crecer Seguros,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2024 - MARZO,Seguros,Crecer Seguros,PCR (Pacific Credit Rating),A-,8.0
2024 - MARZO,Empresa de Créditos,EMP.CRED.SANTANDER,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2024 - MARZO,Empresa de Créditos,EMP.CRED.VIVELA,PCR (Pacific Credit Rating),B+,7.0
2024 - MARZO,Financiera,FINANC. CREDINKA,Moodys Local PE Clasificadora de Riesgo,C-,2.0
2024 - MARZO,Financiera,FINANC. CREDINKA,PCR (Pacific Credit Rating),C,3.0
2024 - MARZO,Financiera,FINANC. PROEMPRESA,Apoyo y Asociados Internacionales,C+,4.0
2024 - MARZO,Financiera,FINANC. PROEMPRESA,Moodys Local PE Clasificadora de Riesgo,C+,4.0
2024 - MARZO,Financiera,FINANCIERA CONFIANZA,Apoyo y Asociados Internacionales,A-,8.0
2024 - MARZO,Financiera,FINANCIERA CONFIANZA,Moodys Local PE Clasificadora de Riesgo,A-,8.0
2024 - MARZO,Financiera,FINANCIERA QAPAQ,Moodys Local PE Clasificadora de Riesgo,C+,4.0
2024 - MARZO,Financiera,FINANCIERA QAPAQ,PCR (Pacific Credit Rating),C+,4.0
2024 - MARZO,Financiera,FINANCIERA SURGIR,Apoyo y Asociados Internacionales,A-,8.0
2024 - MARZO,Financiera,FINANCIERA SURGIR,PCR (Pacific Credit Rating),A-,8.0
2024 - MARZO,Afianzadora y de Garantías,FOGAPI,PCR (Pacific Credit Rating),A,9.0
2024 - MARZO,Fondo,FONDO MIVIVIENDA,Apoyo y Asociados Internacionales,A,9.0
2024 - MARZO,Fondo,FONDO MIVIVIENDA,Moodys Local PE Clasificadora de Riesgo,A,9.0
2024 - MARZO,Banco,ICBC PERU BANK S.A.,Moodys Local PE Clasificadora de Riesgo,A,9.0
2024 - MARZO,Banco,ICBC PERU BANK S.A.,PCR (Pacific Credit Rating),A,9.0
2024 - MARZO,Financiera,INFINANCE XP S.A.,Apoyo y Asociados Internacionales,A-,8.0
